Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
27918432,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
27918895,00000151,false,Rx,0,8,28,00,00,00,00,00,00,00,
27919545,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
27920692,00000151,false,Rx,0,8,29,00,01,56,6F,69,63,65,
27921544,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
27921792,00000151,false,Rx,0,8,2A,00,00,00,00,00,00,00,
27922735,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
27923794,00000151,false,Rx,0,8,2B,00,00,00,00,00,00,00,
27924448,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
27927823,00000151,false,Rx,0,8,2C,00,00,00,00,00,00,00,
27927840,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
27927846,00000151,false,Rx,0,8,2D,02,4D,65,61,73,75,72,
27927853,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
27927859,00000151,false,Rx,0,8,2E,69,6E,67,20,75,6E,69,
27928693,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
27929863,00000151,false,Rx,0,8,2F,74,00,00,00,00,00,00,
27930502,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
27930974,00000151,false,Rx,0,8,20,00,00,00,00,00,00,03,
27931582,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
27932813,00000151,false,Rx,0,8,21,42,61,63,6B,00,00,00,
27933464,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
27933933,00000151,false,Rx,0,8,22,00,00,00,00,00,00,00,
27934577,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
27935730,00000151,false,Rx,0,8,23,00,00,00,00,00,00,00,
27936386,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
27936869,00000151,false,Rx,0,8,24,00,00,00,00,00,00,00,
27937874,00000551,false,Rx,0,8,74,A3,A3,A3,A3,A3,A3,A3,
28141976,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
28390460,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
28645859,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
28889203,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
29149719,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
29389371,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
29653869,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
29889590,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
30157666,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
30389634,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
30661725,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
30889891,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
31165730,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
31390016,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
31669524,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
31890199,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
32173614,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
32390351,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
32677699,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
32891673,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
33181545,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
