Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
35017203,00000151,false,Rx,0,8,07,29,01,7F,80,00,00,00,
35017897,00000551,false,Rx,0,8,74,A3,A3,A3,A3,A3,A3,A3,
37264660,00000151,false,Rx,0,8,10,5A,21,01,7F,80,00,00,
37265309,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
37266159,00000151,false,Rx,0,8,21,82,FF,07,44,65,73,74,
37266808,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
37270284,00000151,false,Rx,0,8,22,2E,20,6D,65,6D,6F,72,
37270305,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
37270311,00000151,false,Rx,0,8,23,79,00,00,00,00,00,00,
37270317,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
37270324,00000151,false,Rx,0,8,24,00,00,00,00,00,00,00,
37270921,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
37272133,00000151,false,Rx,0,8,25,00,00,7E,47,52,4F,53,
37273100,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
37274138,00000151,false,Rx,0,8,26,53,2D,5A,49,4D,4D,45,
37274887,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
37275191,00000151,false,Rx,0,8,27,52,4E,00,00,00,00,00,
37276030,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
37277222,00000151,false,Rx,0,8,28,00,00,00,00,00,00,00,
37277864,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
37278316,00000151,false,Rx,0,8,29,00,7F,48,4F,4D,45,00,
37278956,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
37280146,00000151,false,Rx,0,8,2A,00,00,00,00,00,00,00,
37281160,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
37282172,00000151,false,Rx,0,8,2B,00,00,00,00,00,00,00,
37282815,00000551,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
37283283,00000151,false,Rx,0,8,2C,00,00,00,00,00,00,00,
37284101,00000551,false,Rx,0,8,74,A3,A3,A3,A3,A3,A3,A3,
