Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
8062645,000001F1,false,Rx,0,8,21,FE,1F,10,08,00,43,F0,
8065648,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8066745,000001F1,false,Rx,0,8,22,BE,10,18,00,83,87,9E,
8067231,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8067822,000001F1,false,Rx,0,8,23,08,30,00,8E,1F,CE,08,
8070329,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8070780,000001F1,false,Rx,0,8,24,60,00,B1,FF,EC,09,C0,
8074326,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8074346,000001F1,false,Rx,0,8,25,00,C3,FF,E4,0F,00,00,
8075165,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8075600,000001F1,false,Rx,0,8,26,1F,FF,F4,0E,00,03,E7,
8076445,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8077659,000001F1,false,Rx,0,8,27,FF,F2,08,00,06,F6,7F,
8080419,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8081634,000001F1,false,Rx,0,8,28,F9,28,00,1C,F8,1F,FD,
8084441,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8085627,000001F1,false,Rx,0,8,29,E8,00,30,F8,1F,FC,E8,
8086248,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8086738,000001F1,false,Rx,0,8,2A,00,60,F0,07,FE,C8,00,
8087621,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8088785,000001F1,false,Rx,0,8,2B,C0,F8,01,FE,D0,00,80,
8089433,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8090628,000001F1,false,Rx,0,8,2C,78,02,7E,70,00,80,7C,
8094704,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8094718,000001F1,false,Rx,0,8,2D,00,1F,60,00,E0,7E,00,
8097464,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8098683,000001F1,false,Rx,0,8,2E,3F,20,00,3F,DF,80,7F,
8099327,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8099794,000001F1,false,Rx,0,8,2F,80,00,00,0F,C0,FF,C0,
8102242,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8102712,000001F1,false,Rx,0,8,20,00,00,07,C0,FF,60,00,
8103729,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8104725,000001F1,false,Rx,0,8,21,00,03,C3,FE,20,00,00,
8106992,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8107809,000001F1,false,Rx,0,8,22,00,EF,F8,20,00,00,00,
8108416,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8109608,000001F1,false,Rx,0,8,23,3F,E0,30,00,00,00,00,
8114436,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8114457,000001F1,false,Rx,0,8,24,30,30,00,00,00,00,18,
8114463,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8114821,000001F1,false,Rx,0,8,25,10,00,00,00,00,0C,10,
8116946,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8117752,000001F1,false,Rx,0,8,26,00,00,00,00,06,10,00,
8118398,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8119772,000001F1,false,Rx,0,8,27,00,00,00,03,30,00,00,
8121744,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8122595,000001F1,false,Rx,0,8,28,00,00,00,E0,00,00,00,
8123633,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8124696,000001F1,false,Rx,0,8,29,00,00,00,00,00,00,00,
8125458,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8126753,000001F1,false,Rx,0,8,2A,00,00,00,00,00,00,00,
8127582,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
8128769,000001F1,false,Rx,0,8,2B,00,00,00,00,00,00,00,
8129413,000005F1,false,Rx,0,8,74,A3,A3,A3,A3,A3,A3,A3,
8391707,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
8445918,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
8895676,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
8946123,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
9400393,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
9446255,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
9903517,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
9946266,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
10407570,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
10446505,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
10911337,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
10946702,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
11415470,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
11446808,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
11919505,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
11946944,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
12423244,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
12447035,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
12927530,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
12947203,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
13432778,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
13447411,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
13935067,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
13947530,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
14439204,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
14447733,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
14945115,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
14947798,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
15447948,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
15450411,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
15948059,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
15950857,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
16448132,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
16454938,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
16948318,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
16959024,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
17448510,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
17462924,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
17948471,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
17966957,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
18448838,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
18470848,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
18948857,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
18974857,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
19449004,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
19478589,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
